"region","season","year.new","H1_cum_intensity","IVB_cum_intensity","prior_dom_type_national","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","usa_bhatt_ep_mean","usa_wolf_ep_mean","NA_bhatt_ep_lag1","NA_bhatt_nonepitope_lag1","HA_koel_lag2","HA_titer_tree_lag2","HA_wolf_lag2","HA_wolf_nonepitope_lag2","HA_std_lbi","NA_std_lbi","vac_combined","vac_combined_prior","vac_cov_combined_prior","weighted_VE","weighted_VE_prior_season","h3_dom","pred","model","dataType","object","resid"
"Region 9","1999-2000","1999",1.10494940507794,0.415932956073581,1,41.7713049818828,1.43661297801026,8.85629312994844,10.9459459459459,9.50632911392405,10.44,0.5,0.62,1.344,8.528,4.1,1.39008037059549,0.859507726522561,4.7533042368,3.7011438,0.107748,43.1632,34.35,0.95185873605948,0.657655012763696,"Lasso","Training","lasso",0.294203723295783
"Region 1","2000-2001","2000",23.7444191587835,23.9877638269421,1,46.9154600390925,0.130678016718795,0.207196456923009,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00312191915872494,0.121720623705173,"Conditional
Random Forest","Training","party RF",-0.118598704546448
"Region 1","2000-2001","2000",23.7444191587835,23.9877638269421,1,46.9154600390925,0.130678016718795,0.207196456923009,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00312191915872494,0.343939718229323,"Lasso","Training","lasso",-0.340817799070598
"Region 2","2000-2001","2000",9.08974701749246,14.4656944909466,1,32.9568641455956,2.61579054414231,0.279805101709391,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0369772218073189,0.119921070526508,"Conditional
Random Forest","Training","party RF",-0.0829438487191887
"Region 2","2000-2001","2000",9.08974701749246,14.4656944909466,1,32.9568641455956,2.61579054414231,0.279805101709391,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0369772218073189,0.343939718229323,"Lasso","Training","lasso",-0.306962496422004
"Region 3","2000-2001","2000",17.4011065245877,10.8298391752271,1,40.6018442008917,1.38434068924307,0.409178256423711,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0032051282051282,0.116926087041315,"Conditional
Random Forest","Training","party RF",-0.113720958836187
"Region 3","2000-2001","2000",17.4011065245877,10.8298391752271,1,40.6018442008917,1.38434068924307,0.409178256423711,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0032051282051282,0.343939718229323,"Lasso","Training","lasso",-0.340734590024195
"Region 4","2000-2001","2000",25.8440519609086,15.6109921642318,1,60.9356212264334,0.548892431706466,0.132745881765844,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00558890577507599,0.117555787925497,"Conditional
Random Forest","Training","party RF",-0.111966882150421
"Region 4","2000-2001","2000",25.8440519609086,15.6109921642318,1,60.9356212264334,0.548892431706466,0.132745881765844,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00558890577507599,0.343939718229323,"Lasso","Training","lasso",-0.338350812454247
"Region 5","2000-2001","2000",16.6886022042167,9.76869159199847,1,31.2531464572536,0.85092881671721,0.207717881905396,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0307129620322695,0.125399364255435,"Conditional
Random Forest","Training","party RF",-0.0946864022231651
"Region 5","2000-2001","2000",16.6886022042167,9.76869159199847,1,31.2531464572536,0.85092881671721,0.207717881905396,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0307129620322695,0.343939718229323,"Lasso","Training","lasso",-0.313226756197053
"Region 6","2000-2001","2000",13.5904456828207,13.0312366572655,1,27.8930430435353,1.14886873588914,0.098514594631048,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00318471337579618,0.137886896639772,"Conditional
Random Forest","Training","party RF",-0.134702183263976
"Region 6","2000-2001","2000",13.5904456828207,13.0312366572655,1,27.8930430435353,1.14886873588914,0.098514594631048,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00318471337579618,0.343939718229323,"Lasso","Training","lasso",-0.340755004853527
"Region 7","2000-2001","2000",15.1354164790152,17.4512730667458,1,50.6792603964567,0.560621379902851,0.442829666934641,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00547393971390907,0.11619384292628,"Conditional
Random Forest","Training","party RF",-0.110719903212371
"Region 7","2000-2001","2000",15.1354164790152,17.4512730667458,1,50.6792603964567,0.560621379902851,0.442829666934641,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.00547393971390907,0.343939718229323,"Lasso","Training","lasso",-0.338465778515414
"Region 8","2000-2001","2000",17.050666266715,17.2724818426514,1,51.2204234197832,2.01313737683995,0.295629230013147,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0336908200780312,0.116320611580862,"Conditional
Random Forest","Training","party RF",-0.0826297915028308
"Region 8","2000-2001","2000",17.050666266715,17.2724818426514,1,51.2204234197832,2.01313737683995,0.295629230013147,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0336908200780312,0.343939718229323,"Lasso","Training","lasso",-0.310248898151292
"Region 9","2000-2001","2000",16.9135456501544,21.7918390577159,1,65.5395044953845,1.10494940507794,0.415932956073581,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0276568129219213,0.12063263070045,"Conditional
Random Forest","Training","party RF",-0.0929758177785283
"Region 9","2000-2001","2000",16.9135456501544,21.7918390577159,1,65.5395044953845,1.10494940507794,0.415932956073581,10.94595,9.506329,3.55,0.922,0.112,0.51,5.83,4.728,1.56601263392708,0.470980090269743,4.1126328592,4.7533042368,0.110124,43.1632,43.1632,0.0276568129219213,0.343939718229323,"Lasso","Training","lasso",-0.316282905307402
"Region 1","2001-2002","2001",0.921033893480411,3.20691247222945,0,0.112352182037569,23.7444191587835,23.9877638269421,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.916205682891235,0.806123620696188,"Conditional
Random Forest","Training","party RF",0.110082062195047
"Region 1","2001-2002","2001",0.921033893480411,3.20691247222945,0,0.112352182037569,23.7444191587835,23.9877638269421,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.916205682891235,0.662783304549341,"Lasso","Training","lasso",0.253422378341894
"Region 2","2001-2002","2001",0.570613600767436,5.08738245340888,0,0.750317914344386,9.08974701749246,14.4656944909466,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.788445881642933,0.770248625389537,"Conditional
Random Forest","Training","party RF",0.0181972562533955
"Region 2","2001-2002","2001",0.570613600767436,5.08738245340888,0,0.750317914344386,9.08974701749246,14.4656944909466,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.788445881642933,0.662783304549341,"Lasso","Training","lasso",0.125662577093591
"Region 3","2001-2002","2001",0.693992179202506,12.6799763075927,0,0.111493885140537,17.4011065245877,10.8298391752271,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.806388810313556,0.782630310194136,"Conditional
Random Forest","Training","party RF",0.0237585001194196
"Region 3","2001-2002","2001",0.693992179202506,12.6799763075927,0,0.111493885140537,17.4011065245877,10.8298391752271,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.806388810313556,0.662783304549341,"Lasso","Training","lasso",0.143605505764215
"Region 4","2001-2002","2001",0.0484290915825147,2.85954873604615,0,0.376569979413937,25.8440519609086,15.6109921642318,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.859189138372708,0.810464945813087,"Conditional
Random Forest","Training","party RF",0.0487241925596215
"Region 4","2001-2002","2001",0.0484290915825147,2.85954873604615,0,0.376569979413937,25.8440519609086,15.6109921642318,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.859189138372708,0.662783304549341,"Lasso","Training","lasso",0.196405833823367
"Region 5","2001-2002","2001",0.644839335528322,3.85169530871498,0,0.720327587651194,16.6886022042167,9.76869159199847,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.868684119011213,0.805939154024073,"Conditional
Random Forest","Training","party RF",0.0627449649871398
"Region 5","2001-2002","2001",0.644839335528322,3.85169530871498,0,0.720327587651194,16.6886022042167,9.76869159199847,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.868684119011213,0.662783304549341,"Lasso","Training","lasso",0.205900814461872
"Region 6","2001-2002","2001",1.51068387439318,0.77790254136735,0,0.0286735314716922,13.5904456828207,13.0312366572655,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.874719092452539,0.816298431052794,"Conditional
Random Forest","Training","party RF",0.0584206613997452
"Region 6","2001-2002","2001",1.51068387439318,0.77790254136735,0,0.0286735314716922,13.5904456828207,13.0312366572655,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.874719092452539,0.662783304549341,"Lasso","Training","lasso",0.211935787903198
"Region 7","2001-2002","2001",0.328706452086957,4.5452491846554,0,0.108874137412294,15.1354164790152,17.4512730667458,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.909663230109611,0.804040096218272,"Conditional
Random Forest","Training","party RF",0.105623133891338
"Region 7","2001-2002","2001",0.328706452086957,4.5452491846554,0,0.108874137412294,15.1354164790152,17.4512730667458,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.909663230109611,0.662783304549341,"Lasso","Training","lasso",0.246879925560269
"Region 8","2001-2002","2001",0.205503569999529,3.30732907699997,0,1.08663433613875,17.050666266715,17.2724818426514,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.836351441985245,0.80850683522876,"Conditional
Random Forest","Training","party RF",0.027844606756485
"Region 8","2001-2002","2001",0.205503569999529,3.30732907699997,0,1.08663433613875,17.050666266715,17.2724818426514,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.836351441985245,0.662783304549341,"Lasso","Training","lasso",0.173568137435903
"Region 9","2001-2002","2001",2.56135339214113,14.028682899461,0,1.01304325365655,16.9135456501544,21.7918390577159,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.733331233402337,0.774924405789382,"Conditional
Random Forest","Training","party RF",-0.041593172387045
"Region 9","2001-2002","2001",2.56135339214113,14.028682899461,0,1.01304325365655,16.9135456501544,21.7918390577159,12.4157303370787,2.8203125,7.914,1.922,0.148,0.492,5.016,7.594,1.08169964212577,0.958779054099398,8.10806735352339,4.1126328592,0.095281,75.7119398784528,43.1632,0.733331233402337,0.662783304549341,"Lasso","Training","lasso",0.0705479288529957
"Region 1","2002-2003","2002",11.5126357383753,10.6416476668485,1,36.3761662032138,0.921033893480411,3.20691247222945,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.130000755823124,0.196241620629158,"Conditional
Random Forest","Training","party RF",-0.066240864806034
"Region 1","2002-2003","2002",11.5126357383753,10.6416476668485,1,36.3761662032138,0.921033893480411,3.20691247222945,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.130000755823124,0.538864736693239,"Lasso","Training","lasso",-0.408863980870115
"Region 2","2002-2003","2002",19.1693970035174,3.46403211517058,1,30.6448468419262,0.570613600767436,5.08738245340888,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.10704524233936,0.21960152670289,"Conditional
Random Forest","Training","party RF",-0.11255628436353
"Region 2","2002-2003","2002",19.1693970035174,3.46403211517058,1,30.6448468419262,0.570613600767436,5.08738245340888,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.10704524233936,0.538864736693239,"Lasso","Training","lasso",-0.431819494353879
"Region 3","2002-2003","2002",14.5356745090562,9.85053065690864,1,35.3241538153679,0.693992179202506,12.6799763075927,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.121238606294814,0.202078306046634,"Conditional
Random Forest","Training","party RF",-0.0808396997518194
"Region 3","2002-2003","2002",14.5356745090562,9.85053065690864,1,35.3241538153679,0.693992179202506,12.6799763075927,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.121238606294814,0.538864736693239,"Lasso","Training","lasso",-0.417626130398425
"Region 4","2002-2003","2002",7.52113378215938,14.8877932999575,1,25.7116914370236,0.0484290915825147,2.85954873604615,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.341299212271926,0.224459614563947,"Conditional
Random Forest","Training","party RF",0.116839597707979
"Region 4","2002-2003","2002",7.52113378215938,14.8877932999575,1,25.7116914370236,0.0484290915825147,2.85954873604615,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.341299212271926,0.538864736693239,"Lasso","Training","lasso",-0.197565524421313
"Region 5","2002-2003","2002",11.0784707815662,18.6742216559522,1,31.2114957765918,0.644839335528322,3.85169530871498,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.0441253788205538,0.201137345788743,"Conditional
Random Forest","Training","party RF",-0.15701196696819
"Region 5","2002-2003","2002",11.0784707815662,18.6742216559522,1,31.2114957765918,0.644839335528322,3.85169530871498,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.0441253788205538,0.538864736693239,"Lasso","Training","lasso",-0.494739357872685
"Region 6","2002-2003","2002",1.92893240532914,10.859709023589,1,20.0148267676027,1.51068387439318,0.77790254136735,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.015224358974359,0.220626061066362,"Conditional
Random Forest","Training","party RF",-0.205401702092003
"Region 6","2002-2003","2002",1.92893240532914,10.859709023589,1,20.0148267676027,1.51068387439318,0.77790254136735,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.015224358974359,0.538864736693239,"Lasso","Training","lasso",-0.52364037771888
"Region 7","2002-2003","2002",20.4695677184446,26.9819536551049,1,49.2373219412267,0.328706452086957,4.5452491846554,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.0139348196141069,0.200790484624574,"Conditional
Random Forest","Training","party RF",-0.186855665010468
"Region 7","2002-2003","2002",20.4695677184446,26.9819536551049,1,49.2373219412267,0.328706452086957,4.5452491846554,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.0139348196141069,0.538864736693239,"Lasso","Training","lasso",-0.524929917079132
"Region 8","2002-2003","2002",15.2674439242585,6.35057751908679,1,41.3725508920521,0.205503569999529,3.30732907699997,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.202632980099048,0.203430453602048,"Conditional
Random Forest","Training","party RF",-0.00079747350299969
"Region 8","2002-2003","2002",15.2674439242585,6.35057751908679,1,41.3725508920521,0.205503569999529,3.30732907699997,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.202632980099048,0.538864736693239,"Lasso","Training","lasso",-0.336231756594191
"Region 9","2002-2003","2002",15.9717604636563,7.65414109083208,1,51.7589628159503,2.56135339214113,14.028682899461,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.261074011148914,0.206612228516093,"Conditional
Random Forest","Training","party RF",0.0544617826328205
"Region 9","2002-2003","2002",15.9717604636563,7.65414109083208,1,51.7589628159503,2.56135339214113,14.028682899461,13.7222222222222,6.925,7.204,2.188,1.506,1.48,8.144,8.346,1.12646187870797,0.739810787266633,7.48272,8.10806735352339,0.107091,68,75.7119398784528,0.261074011148914,0.538864736693239,"Lasso","Training","lasso",-0.277790725544325
"Region 1","2003-2004","2003",0.0378099295646703,1.13381680548654,0,3.46582844712984,11.5126357383753,10.6416476668485,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.992407353558851,0.897851042272664,"Conditional
Random Forest","Training","party RF",0.094556311286187
"Region 1","2003-2004","2003",0.0378099295646703,1.13381680548654,0,3.46582844712984,11.5126357383753,10.6416476668485,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.992407353558851,0.813138644302836,"Lasso","Training","lasso",0.179268709256015
"Region 2","2003-2004","2003",0,2.1671238402089,0,2.64414706029715,19.1693970035174,3.46403211517058,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.96561286744315,0.883595924240616,"Conditional
Random Forest","Training","party RF",0.0820169432025339
"Region 2","2003-2004","2003",0,2.1671238402089,0,2.64414706029715,19.1693970035174,3.46403211517058,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.96561286744315,0.813138644302836,"Lasso","Training","lasso",0.152474223140315
"Region 3","2003-2004","2003",0,0.53479027556127,0,3.67922412991664,14.5356745090562,9.85053065690864,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.986241056686846,0.905489374363635,"Conditional
Random Forest","Training","party RF",0.0807516823232117
"Region 3","2003-2004","2003",0,0.53479027556127,0,3.67922412991664,14.5356745090562,9.85053065690864,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.986241056686846,0.813138644302836,"Lasso","Training","lasso",0.173102412384011
"Region 4","2003-2004","2003",0,0.148805471466075,0,11.5880387433152,7.52113378215938,14.8877932999575,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.997665110073382,0.897463467950574,"Conditional
Random Forest","Training","party RF",0.100201642122808
"Region 4","2003-2004","2003",0,0.148805471466075,0,11.5880387433152,7.52113378215938,14.8877932999575,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.997665110073382,0.813138644302836,"Lasso","Training","lasso",0.184526465770547
"Region 5","2003-2004","2003",0.0149897350739161,1.21831448054046,0,1.34846591349765,11.0784707815662,18.6742216559522,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.984636768522888,0.894737150798882,"Conditional
Random Forest","Training","party RF",0.0898996177240066
"Region 5","2003-2004","2003",0.0149897350739161,1.21831448054046,0,1.34846591349765,11.0784707815662,18.6742216559522,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.984636768522888,0.813138644302836,"Lasso","Training","lasso",0.171498124220053
"Region 6","2003-2004","2003",0,0.145394918087402,0,0.24662716264264,1.92893240532914,10.859709023589,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.995670995670996,0.899351873159208,"Conditional
Random Forest","Training","party RF",0.0963191225117879
"Region 6","2003-2004","2003",0,0.145394918087402,0,0.24662716264264,1.92893240532914,10.859709023589,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.995670995670996,0.813138644302836,"Lasso","Training","lasso",0.18253235136816
"Region 7","2003-2004","2003",0,0.379733671209991,0,0.607620156585417,20.4695677184446,26.9819536551049,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.996156802459646,0.903548434107791,"Conditional
Random Forest","Training","party RF",0.0926083683518553
"Region 7","2003-2004","2003",0,0.379733671209991,0,0.607620156585417,20.4695677184446,26.9819536551049,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.996156802459646,0.813138644302836,"Lasso","Training","lasso",0.183018158156811
"Region 8","2003-2004","2003",0,1.27326454922989,0,5.53831756860196,15.2674439242585,6.35057751908679,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.985453508271535,0.892309736529543,"Conditional
Random Forest","Training","party RF",0.0931437717419913
"Region 8","2003-2004","2003",0,1.27326454922989,0,5.53831756860196,15.2674439242585,6.35057751908679,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.985453508271535,0.813138644302836,"Lasso","Training","lasso",0.172314863968699
"Region 9","2003-2004","2003",0,0.281262595797371,0,8.75896718647089,15.9717604636563,7.65414109083208,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.985308056872038,0.904352548649554,"Conditional
Random Forest","Training","party RF",0.0809555082224838
"Region 9","2003-2004","2003",0,0.281262595797371,0,8.75896718647089,15.9717604636563,7.65414109083208,13.4084507042254,8.62770562770563,8.17,2.402,3.034,2.426,9.71,8.538,0.877900593837459,0.730805991642461,5.666066,7.48272,0.11004,49,68,0.985308056872038,0.813138644302836,"Lasso","Training","lasso",0.172169412569202
"Region 1","2004-2005","2004",0,6.16487455124701,1,83.5711085262639,0.0378099295646703,1.13381680548654,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.790720154664089,0.73793906012387,"Conditional
Random Forest","Training","party RF",0.0527810945402193
"Region 1","2004-2005","2004",0,6.16487455124701,1,83.5711085262639,0.0378099295646703,1.13381680548654,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.790720154664089,0.636703817533177,"Lasso","Training","lasso",0.154016337130912
"Region 2","2004-2005","2004",0.283741265642088,17.3333352690943,1,45.0970504004521,0,2.1671238402089,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.787216169432848,0.730017341139817,"Conditional
Random Forest","Training","party RF",0.057198828293031
"Region 2","2004-2005","2004",0.283741265642088,17.3333352690943,1,45.0970504004521,0,2.1671238402089,5.01923076923077,7.90764331210191,9.528,3.162,3.838,1.992,8.518,5.12,1.34067826546925,1.1994059159273,4.19079942295082,5.666066,0.115634,67.1344262295082,49,0.787216169432848,0.636703817533177,"Lasso","Training","lasso",0.150512351899671
