"season","region","H3_shannon_entropy_res","h3_vs_h1","iva_vs_ivb","h3_vs_total_flu","h1_vs_total_flu","ivb_vs_iva","H3_cum_intensity","H1_cum_intensity","IVB_cum_intensity","H3_max_Rt","H3_max_intensity","H1_max_intensity","IVB_max_intensity","dom_type","prior_dom_type_national","H3_season_duration","peak_diff","peak_diff_median","H3_onset_index_week","H3_epi_size_prior","H1_epi_size_prior","IVB_epi_size_prior","H3_onset_week","H3_peak_week","year.new","HA_mean_lbi_lag1","HA_mean_lbi_lag2","HA_mean_lbi","NA_mean_lbi_lag1","NA_mean_lbi_lag2","NA_mean_lbi","usa_bhatt_ep_mean","usa_wolf_ep_mean","HA_koel_lag1","HA_stem_ep_lag1","HA_titer_tree_lag1","HA_wolf_lag1","HA_wolf_nonepitope_lag1","HA_std_lbi_lag1","NA_bhatt_ep_lag1","NA_bhatt_nonepitope_lag1","NA_krammer_ep_lag1","NA_std_lbi_lag1","ha_lbi_shannon_lag1","na_lbi_shannon_lag1","HA_koel_lag2","HA_stem_ep_lag2","HA_titer_tree_lag2","HA_wolf_lag2","HA_wolf_nonepitope_lag2","HA_std_lbi_lag2","NA_bhatt_ep_lag2","NA_bhatt_nonepitope_lag2","NA_krammer_ep_lag2","NA_std_lbi_lag2","ha_lbi_shannon_lag2","na_lbi_shannon_lag2","HA_std_lbi","NA_std_lbi","ha_lbi_shannon","na_lbi_shannon","total_b","total_a","total_h3","total_h1","total_specimens","total_flu","onset_days_from_Oct1","peak_days_from_Oct1","onset_timing_sd","peak_timing_sd","adult_18_49_vac_cov","adult_65_vac_cov","vac_combined","vac_cov_combined","weighted_VE","adult_18_49_vac_cov_prior","adult_65_vac_cov_prior","vac_combined_prior","vac_cov_combined_prior","weighted_VE_prior_season","pred","model","dataType","object","resid"
"2010-2011","Region 9",0.183801506999397,0.553366601669083,0.769729919326552,0.425942829660752,0.3437870896658,0.230270080673448,31.2303381831954,23.3795221696909,17.3695554696534,1.27562887866888,2.5896296659862,3.27061653404374,1.62014320012954,"co-circ","H1",31,77,66.5,5.69676,0.0330320080167219,67.6698887338303,0.916776671922516,2010-11-07,2011-01-23,2010,1.6467,1.87546,2.68058,1.19086,1.60052,2.08042,3.80851063829787,7.8319783197832,0.25,0.204,0.88,6.266,2.442,0.88214,4.184,0.55,1.778,0.62212,0.550781821201038,0.473632675865538,1.616,0.3,1.276,7.478,2.162,1.30746,5.29,0.522,2.54,1.10812,0.684792101110878,0.632896730370864,2.13626,1.9064,0.790953917484124,0.744322373840108,1313,4389,2428.72601472561,1960.27398527439,28707,5702,37,114,12.4347184215093,20.6733860044476,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,25.3,66.5,9.253475,0.168245,55,3.16061735194254,"Conditional
Random Forest","Training","party RF",-0.570987685956336
"2010-2011","Region 9",0.183801506999397,0.553366601669083,0.769729919326552,0.425942829660752,0.3437870896658,0.230270080673448,31.2303381831954,23.3795221696909,17.3695554696534,1.27562887866888,2.5896296659862,3.27061653404374,1.62014320012954,"co-circ","H1",31,77,66.5,5.69676,0.0330320080167219,67.6698887338303,0.916776671922516,2010-11-07,2011-01-23,2010,1.6467,1.87546,2.68058,1.19086,1.60052,2.08042,3.80851063829787,7.8319783197832,0.25,0.204,0.88,6.266,2.442,0.88214,4.184,0.55,1.778,0.62212,0.550781821201038,0.473632675865538,1.616,0.3,1.276,7.478,2.162,1.30746,5.29,0.522,2.54,1.10812,0.684792101110878,0.632896730370864,2.13626,1.9064,0.790953917484124,0.744322373840108,1313,4389,2428.72601472561,1960.27398527439,28707,5702,37,114,12.4347184215093,20.6733860044476,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,25.3,66.5,9.253475,0.168245,55,3.56835773242573,"Lasso","Training","lasso",-0.978728066439526
"2011-2012","Region 1",0.332812104732599,0.807708858192235,0.823605706874189,0.66523362509996,0.15837208177423,0.176394293125811,7.32263279334917,1.86084251006459,2.06416830461979,1.15260594094346,1.08351638744755,0.341677924341489,0.213888949210425,"H3","co-circ",25,147,94.5,8,31.9000488693674,16.4235030341131,7.67605665755382,2011-11-20,2012-04-15,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,136,635,512.895124952069,122.104875047931,8231,771,50,197,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.0721356928734,"Conditional
Random Forest","Training","party RF",-1.98861930542585
"2011-2012","Region 1",0.332812104732599,0.807708858192235,0.823605706874189,0.66523362509996,0.15837208177423,0.176394293125811,7.32263279334917,1.86084251006459,2.06416830461979,1.15260594094346,1.08351638744755,0.341677924341489,0.213888949210425,"H3","co-circ",25,147,94.5,8,31.9000488693674,16.4235030341131,7.67605665755382,2011-11-20,2012-04-15,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,136,635,512.895124952069,122.104875047931,8231,771,50,197,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,4.37096594287168,"Lasso","Training","lasso",-3.28744955542414
"2011-2012","Region 10",0.218178403095375,0.687707689348829,0.583752093802345,0.401450803581352,0.181882529751982,0.416247906197655,12.9262771570158,6.12652029433851,11.1019052684108,1.12299851330219,1.80659652624677,0.881910108799974,1.406109606876,"H3","co-circ",31,98,94.5,11.35,26.3287279345929,19.718747009505,2.9646393530287,2011-12-11,2012-03-18,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,994,1394,958.664518952267,434.335481047733,16705,2388,71,169,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,1.95545086295895,"Conditional
Random Forest","Training","party RF",-0.148854336712184
"2011-2012","Region 10",0.218178403095375,0.687707689348829,0.583752093802345,0.401450803581352,0.181882529751982,0.416247906197655,12.9262771570158,6.12652029433851,11.1019052684108,1.12299851330219,1.80659652624677,0.881910108799974,1.406109606876,"H3","co-circ",31,98,94.5,11.35,26.3287279345929,19.718747009505,2.9646393530287,2011-12-11,2012-03-18,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,994,1394,958.664518952267,434.335481047733,16705,2388,71,169,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.97736021862316,"Lasso","Training","lasso",-2.17076369237639
"2011-2012","Region 2",0.230116350710568,0.607986368772754,0.78076062639821,0.474691818124589,0.303831671808297,0.21923937360179,5.67612261694319,3.74369387722438,2.71211697565847,1.09301477849982,0.71689824668525,0.5555455197548,0.429250663170246,"H3","co-circ",28,91,94.5,11.2996,36.5807070550482,9.32735874140526,10.123465299842,2011-12-11,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,196,698,424.374485403382,271.625514596618,13063,894,71,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,2.68630409367782,"Conditional
Random Forest","Training","party RF",-1.96940584699257
"2011-2012","Region 2",0.230116350710568,0.607986368772754,0.78076062639821,0.474691818124589,0.303831671808297,0.21923937360179,5.67612261694319,3.74369387722438,2.71211697565847,1.09301477849982,0.71689824668525,0.5555455197548,0.429250663170246,"H3","co-circ",28,91,94.5,11.2996,36.5807070550482,9.32735874140526,10.123465299842,2011-12-11,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,196,698,424.374485403382,271.625514596618,13063,894,71,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,4.13506254758137,"Lasso","Training","lasso",-3.41816430089612
"2011-2012","Region 3",0.303466255405142,0.842686679186897,0.763552479815456,0.643435503600607,0.117810171139878,0.236447520184544,10.0357941700979,1.88369547537797,3.65656165170969,1.23426375818246,1.49470554381647,0.291934676526655,0.50493972040738,"H3","co-circ",28,63,94.5,14.5027,31.0970636078803,26.1155770747689,8.64281908467344,2012-01-08,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,410,1324,1115.71716324345,204.282836756548,23105,1734,99,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.37168330471563,"Conditional
Random Forest","Training","party RF",-1.87697776089916
"2011-2012","Region 3",0.303466255405142,0.842686679186897,0.763552479815456,0.643435503600607,0.117810171139878,0.236447520184544,10.0357941700979,1.88369547537797,3.65656165170969,1.23426375818246,1.49470554381647,0.291934676526655,0.50493972040738,"H3","co-circ",28,63,94.5,14.5027,31.0970636078803,26.1155770747689,8.64281908467344,2012-01-08,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,410,1324,1115.71716324345,204.282836756548,23105,1734,99,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,4.37558907476136,"Lasso","Training","lasso",-2.88088353094488
"2011-2012","Region 4",0.0897387252641086,0.718016527852553,0.723680574744405,0.519614613552317,0.193289503607119,0.276319425255595,10.526300535685,4.23603111650543,3.00145273570061,1.09647344226719,0.989349789991432,0.489719114513074,0.387783263508203,"H3","co-circ",31,112,94.5,6.44313,20.5214737311688,19.8638446132952,24.8454271895897,2011-11-06,2012-02-26,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,1000,2619,1880.48528644584,699.514713554163,41458,3619,36,148,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,2.92865784125237,"Conditional
Random Forest","Training","party RF",-1.93930805126094
"2011-2012","Region 4",0.0897387252641086,0.718016527852553,0.723680574744405,0.519614613552317,0.193289503607119,0.276319425255595,10.526300535685,4.23603111650543,3.00145273570061,1.09647344226719,0.989349789991432,0.489719114513074,0.387783263508203,"H3","co-circ",31,112,94.5,6.44313,20.5214737311688,19.8638446132952,24.8454271895897,2011-11-06,2012-02-26,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,1000,2619,1880.48528644584,699.514713554163,41458,3619,36,148,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,4.2238646952416,"Lasso","Training","lasso",-3.23451490525017
"2011-2012","Region 5",0.279580899313892,0.928522373140548,0.882028112449799,0.818982836148565,0.0625432682691053,0.117971887550201,30.1671402690067,2.22576191663375,4.26420483625597,1.25641334095304,4.52132900530533,0.306184808485688,0.494383944785827,"H3","co-circ",30,84,94.5,12.3871,24.2060761310037,18.731872588009,14.2104070560512,2011-12-18,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,470,3514,3262.82761921588,249.172380784115,19945,3984,78,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.31766923690466,"Conditional
Random Forest","Training","party RF",1.20365976840067
"2011-2012","Region 5",0.279580899313892,0.928522373140548,0.882028112449799,0.818982836148565,0.0625432682691053,0.117971887550201,30.1671402690067,2.22576191663375,4.26420483625597,1.25641334095304,4.52132900530533,0.306184808485688,0.494383944785827,"H3","co-circ",30,84,94.5,12.3871,24.2060761310037,18.731872588009,14.2104070560512,2011-12-18,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,470,3514,3262.82761921588,249.172380784115,19945,3984,78,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,4.40013658411725,"Lasso","Training","lasso",0.121192421188087
"2011-2012","Region 6",0.195379922809551,0.360178997896163,0.881863560732113,0.317628733585634,0.548427838793733,0.118136439267887,4.77952863234261,7.99789207029373,1.63586056284344,1.06749863022571,0.667427497844517,1.30307273388691,0.169743465654767,"H3","co-circ",32,63,94.5,15,26.0843700096635,7.23052147381098,18.2654989509058,2012-01-08,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,284,2120,763.579475539865,1318.42052446014,33335,2404,99,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,1.80081763628846,"Conditional
Random Forest","Training","party RF",-1.13339013844394
"2011-2012","Region 6",0.195379922809551,0.360178997896163,0.881863560732113,0.317628733585634,0.548427838793733,0.118136439267887,4.77952863234261,7.99789207029373,1.63586056284344,1.06749863022571,0.667427497844517,1.30307273388691,0.169743465654767,"H3","co-circ",32,63,94.5,15,26.0843700096635,7.23052147381098,18.2654989509058,2012-01-08,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,284,2120,763.579475539865,1318.42052446014,33335,2404,99,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.78552956681732,"Lasso","Training","lasso",-3.1181020689728
"2011-2012","Region 7",0.44154187210172,0.895284020462317,0.969206680584551,0.867715253652673,0.101491426931878,0.0307933194154489,30.5089459509389,3.36615006046503,0.906467508460288,1.45684883997921,5.33979003708796,0.644296325602689,0.115260944640482,"H3","co-circ",28,77,94.5,12.4341,20.2232002959463,15.186568108672,16.1475590951616,2011-12-18,2012-03-04,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,59,1857,1662.54242599852,194.457574001478,14722,1916,78,155,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.12773795316436,"Conditional
Random Forest","Training","party RF",2.2120520839236
"2011-2012","Region 7",0.44154187210172,0.895284020462317,0.969206680584551,0.867715253652673,0.101491426931878,0.0307933194154489,30.5089459509389,3.36615006046503,0.906467508460288,1.45684883997921,5.33979003708796,0.644296325602689,0.115260944640482,"H3","co-circ",28,77,94.5,12.4341,20.2232002959463,15.186568108672,16.1475590951616,2011-12-18,2012-03-04,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,59,1857,1662.54242599852,194.457574001478,14722,1916,78,155,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,4.31662062925338,"Lasso","Training","lasso",1.02316940783458
"2011-2012","Region 8",0.0962010903529924,0.59176222532227,0.960843373493976,0.568590812884952,0.391978738046044,0.0391566265060241,16.1616049867638,10.6865019515558,0.949887371236896,1.14839671492986,1.67399807105354,1.73561763195121,0.109000580357474,"H3","co-circ",33,119,94.5,6.52417,19.2432137167255,8.75804730036654,12.2411247468654,2011-11-13,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,143,3509,2076.49364865585,1431.50635134415,28943,3652,43,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,1.59489738135181,"Conditional
Random Forest","Training","party RF",0.0791006897017248
"2011-2012","Region 8",0.0962010903529924,0.59176222532227,0.960843373493976,0.568590812884952,0.391978738046044,0.0391566265060241,16.1616049867638,10.6865019515558,0.949887371236896,1.14839671492986,1.67399807105354,1.73561763195121,0.109000580357474,"H3","co-circ",33,119,94.5,6.52417,19.2432137167255,8.75804730036654,12.2411247468654,2011-11-13,2012-03-11,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,143,3509,2076.49364865585,1431.50635134415,28943,3652,43,162,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.56643570599333,"Lasso","Training","lasso",-1.8924376349398
"2011-2012","Region 9",0.100532516768032,0.69561016273318,0.813265541945921,0.56571577597829,0.247549765967631,0.186734458054079,27.7542060529971,13.1284831570875,6.01675290308361,1.0966770644167,2.48359731965235,1.65852251488308,0.608005888473129,"H3","co-circ",33,105,94.5,11.3288,31.2303381831954,23.3795221696909,17.3695554696534,2011-12-11,2012-03-25,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,808,3519,2447.85216265806,1071.14783734194,24744,4327,71,176,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,1.54468179052357,"Conditional
Random Forest","Training","party RF",0.938915529128788
"2011-2012","Region 9",0.100532516768032,0.69561016273318,0.813265541945921,0.56571577597829,0.247549765967631,0.186734458054079,27.7542060529971,13.1284831570875,6.01675290308361,1.0966770644167,2.48359731965235,1.65852251488308,0.608005888473129,"H3","co-circ",33,105,94.5,11.3288,31.2303381831954,23.3795221696909,17.3695554696534,2011-12-11,2012-03-25,2011,2.68058,1.6467,2.332,2.08042,1.19086,2.08456,5.45128205128205,7.91690544412607,0.508,0.176,0.568,6.414,3.23,2.13626,4.314,0.508,1.63,1.9064,0.790953917484124,0.744322373840108,0.67,0.108,0.9,6.42,3.26,0.88214,5.26,0.658,2.328,0.62212,0.550781821201038,0.473632675865538,2.04988,1.7492,0.755994601703922,0.730937596515146,808,3519,2447.85216265806,1071.14783734194,24744,4327,71,176,21.3343749745699,13.3020466261566,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,26.3,70.4,9.4220384672096,0.185152,50.8881268752679,3.20896267435862,"Lasso","Training","lasso",-0.72536535470627
"2012-2013","Region 1",0.509776925955234,0.963036522609241,0.848817080207732,0.817441849254584,0.03079819690814,0.151182919792268,54.7079279643413,2.27204597909735,12.7573546108473,1.69780667432209,10.4622711928448,0.260989581399503,1.09989683403939,"H3","H3",29,56,56,5.46561,7.32263279334917,1.86084251006459,2.06416830461979,2012-10-28,2012-12-23,2012,2.332,2.68058,2.77118,2.08456,2.08042,1.98244,3.13592233009709,5.99013806706114,0.516,0.218,0.812,6.152,3.366,2.04988,3.31,0.578,1,1.7492,0.755994601703922,0.730937596515146,0.77,0.286,0.99,8.924,3.882,2.13626,5.14,0.466,1.806,1.9064,0.790953917484124,0.744322373840108,2.33282,1.49952,0.815142548513931,0.741560557107973,524,2942,2833.25344951639,106.746550483613,14585,3466,27,83,7.52477389841198,10.4610388266813,30.5,71.6,9.01087071321696,0.21838,41.2623441396509,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,7.66431236326396,"Conditional
Random Forest","Training","party RF",2.79795882958081
"2012-2013","Region 1",0.509776925955234,0.963036522609241,0.848817080207732,0.817441849254584,0.03079819690814,0.151182919792268,54.7079279643413,2.27204597909735,12.7573546108473,1.69780667432209,10.4622711928448,0.260989581399503,1.09989683403939,"H3","H3",29,56,56,5.46561,7.32263279334917,1.86084251006459,2.06416830461979,2012-10-28,2012-12-23,2012,2.332,2.68058,2.77118,2.08456,2.08042,1.98244,3.13592233009709,5.99013806706114,0.516,0.218,0.812,6.152,3.366,2.04988,3.31,0.578,1,1.7492,0.755994601703922,0.730937596515146,0.77,0.286,0.99,8.924,3.882,2.13626,5.14,0.466,1.806,1.9064,0.790953917484124,0.744322373840108,2.33282,1.49952,0.815142548513931,0.741560557107973,524,2942,2833.25344951639,106.746550483613,14585,3466,27,83,7.52477389841198,10.4610388266813,30.5,71.6,9.01087071321696,0.21838,41.2623441396509,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,5.22724203941776,"Lasso","Training","lasso",5.23502915342701
"2012-2013","Region 10",0.28013784585922,0.973269857376468,0.819229825852342,0.797331695765858,0.0218981300864842,0.180770174147658,43.3928656174822,1.15300512302561,8.76007971689127,1.19160329568756,5.74572026511411,0.198029111785409,0.882216891100198,"H3","H3",33,49,56,6.45056,12.9262771570158,6.12652029433851,11.1019052684108,2012-11-04,2012-12-23,2012,2.332,2.68058,2.77118,2.08456,2.08042,1.98244,3.13592233009709,5.99013806706114,0.516,0.218,0.812,6.152,3.366,2.04988,3.31,0.578,1,1.7492,0.755994601703922,0.730937596515146,0.77,0.286,0.99,8.924,3.882,2.13626,5.14,0.466,1.806,1.9064,0.790953917484124,0.744322373840108,2.33282,1.49952,0.815142548513931,0.741560557107973,737,3340,3250.7213236374,89.2786763625959,21334,4077,34,83,7.52477389841198,10.4610388266813,30.5,71.6,9.01087071321696,0.21838,41.2623441396509,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,7.55098085565112,"Conditional
Random Forest","Training","party RF",-1.80526059053701
"2012-2013","Region 10",0.28013784585922,0.973269857376468,0.819229825852342,0.797331695765858,0.0218981300864842,0.180770174147658,43.3928656174822,1.15300512302561,8.76007971689127,1.19160329568756,5.74572026511411,0.198029111785409,0.882216891100198,"H3","H3",33,49,56,6.45056,12.9262771570158,6.12652029433851,11.1019052684108,2012-11-04,2012-12-23,2012,2.332,2.68058,2.77118,2.08456,2.08042,1.98244,3.13592233009709,5.99013806706114,0.516,0.218,0.812,6.152,3.366,2.04988,3.31,0.578,1,1.7492,0.755994601703922,0.730937596515146,0.77,0.286,0.99,8.924,3.882,2.13626,5.14,0.466,1.806,1.9064,0.790953917484124,0.744322373840108,2.33282,1.49952,0.815142548513931,0.741560557107973,737,3340,3250.7213236374,89.2786763625959,21334,4077,34,83,7.52477389841198,10.4610388266813,30.5,71.6,9.01087071321696,0.21838,41.2623441396509,27.3,70.2,7.34005277907861,0.191646,38.3000572883264,5.29443315134096,"Lasso","Training","lasso",0.451287113773144
